TEXT,CLASS
"loved the book Could not put it down. very exciting. I won't say anymore read it yourself, I can highly recommend it",truthful
"As always, Ken Folletts books are full of well developed and interesting characters and a compelling story.",truthful
"This was the third book of Ken Follett I have read. In addition I do not read a lot. However, this book had a great story that kept getting better and better. There were a lot of characters and it took a while to get them  straigh and their relationship with one another. However there was a family  tree chart in the front of the book that helped. I definately enjoyed it  and would highly recommend it...",truthful
"As a student and fan of history I have read probably thousands of fiction, non-fiction and 'semi-fiction' books, but this could be the most powerful and affecting of them all. Although this book only covers a thirty-year portion of the early history between European settlers and the native peoples of the United States, the repetitive nature of the encounters depicted fully displays the shameful truths that school textbooks and most Western movies hid, ignored, misrepresented or lied about. In EACH case, the settlers - and later, the U.S. government itself - deceived, cheated, manipulated and brutalized the indigenous people. It began before the 1860s and - take it from a person on the scene - it continues to this very day, only by more subtle and low-profile methods. My respect for the author is immense because the history is well-researched and documented and is presented in an even tone that makes the emotional impact of the tragic and infuriating proceedings even more powerful. This book caused me to see the stereotypical depictions from my youth of Indians as cruel and vicious savages in a much different light, because it brought me to ask myself if I and my fellow Caucasian Americans would act any differently when responding to an outside, invading force assaulting our country and trying to take possession of this country we consider our homeland. I highly recommend this book to anyone, novice or 'expert', who is interested in American history and/or Native American people.",truthful
This is a book that should be required reading of every American before graduating high school. Perhaps then the true balanced story of the Native American Holocaust perpetrated on Americas' First Nations can start to be  recognized to be as great as that done by Nazi Germany to the Jewish  people.,truthful
"I already had a paperback edition ,but this book is so beautifully excecuted ,that I can't leave it in the bookcase. H.Veraart",truthful
"This illustrated edition is a very beautiful book in terms of its binding, quality, the many photographs inside and its information.  But the story remains the same. Bury My Heart at Wounded Knee: The Illustrated Edition:  An Indian History of the American West by Dee Brown tells us of the same injustices that have been done to our Native American co-inhabitants of this country. We see how the first white men and women who came to New England were helped by the Indians or else starvation would have been their end. Brown even goes before those years to the days of Columbus and other explorers who used native peoples to their own advantage. We also read about the westward displacement of people who were driven from their homes and forced to move to a different part of the country, on foot.  President Andrew Jackson moved thousands farther west in what became know as the ""trail of tears.""  As a retrospective newspaper indexer I read the firsthand account of this in an old newspaper from the times, and President Jackson said that this was for their own good.  When reading about the Trail of Tears, I failed to see how that could be. If you've read the book, Bury My Heart at Wounded Knee, this edition makes an excellent addition to a home library.  Illustrations always help to tell a story as well, and sometimes better, than words.  In this book, you get both.",truthful
Awesome history book of the American Indian.  It is unbelievable how the Native Americans were treated - all because of the greed of the white man.  Relates to today - we still have the greed of the white man.  Every school child should be required to read this book.,truthful
"This book was SOOO good! It is sad, detailed and sometimes gruesome in it's telling of the history of different tribes and groups of American Indians. Some of the instances are well known, and some are not, but they way they are told brings new information and a new understanding to what happened. The illustrated edition is AWESOME. If you like old pictures and seeing who is being written about, this is a great way to go!",truthful
"This is a heartbreaking tale of how the United States destroyed the native civilizations of North America.  Dee Brown tells this story from the Native Americans' point of view.  He details how Americans used a series of treaties to swindle the natives out of their land.  Time and time again, these treaties were broken.  Land was continually stolen from the natives, and when they tried to stand up for their rights as outlined in the treaties, then the U.S. army was there to murder and torture the natives until they could no longer resist.  This book will prove to be an eye-opener.  As an American, I was spoon-fed the theory of Manifest Destiny in American high school.  I think it would be better to call it what it really is -- genocide.  If you would like to read about ""how the west was won,"" then I would recommend that you pick up this book, so that you can learn the real truth about American history.",truthful
This book was and contines to be a wake-up call to the asleep teaching of American History.  Especially that of Native Americans and most notably our utter ignorance of our history with Latin America.,truthful
"This was required reading for a college Literature class I was taking. The book arrived in great condition and quickly. What a sad, but enlightening, story.",truthful
"When I was a boy I, too, had a treehouse and some of my best memories are of long summer afternoons in my treehouse with a box full of comic books, and my favorites were always Classics Illustrated.  The stories were just about right for my reading skills and attention span and the plots were wonderful - that's what made Classics Illustrated (along with some pretty clever art work)so popular in the 1950's and 1960's.  And that's the feeling I get from Different Seasons - Stephen King at his very best and it is the tale, after all, that matters.  Oh sure, his writing skills were never better than when he crafted these stories, but it is the stories themselves that will prove timeless (successful movies have been made of them years after they were writen).  And whenever I find myself out of something to read, I can always pull out Different Seasons and feel just a little like I did all those years ago on summer afternoons in my treehouse, not unlike the boys in The Body.  Along with my boyhood friends, we even hiked railroads (and railroad bridges) and we camped out and told stories, and if we'd known about a body, we'd have probably gone looking for it.  Shawshank was just as good, Apt Pupil was kind of like one of those old Creepy magazines we also loved, and The Breathing Method was a fine end to the book.  Long Live Summer Afternoons (and Warren, Chuck, Charles, Kenny, Neal, Dave, Ernie, Lee, John et al, and we all miss Kurt)and Stephen King.",truthful
"I think I like Stephen King's short fiction better than his novels, but I am biases; I am a fan of short fiction above all else.  Stephen King is a definite master of the art. There are four novellas in Different Seasons and I will briefly address each of them. 1. ""Rita Hayworth and the Shawshank Redemption"".  I'd seen (and loved) the movie, but never read the story.  Having read the story, I immediately added it to my list of all time favorite stories.  It's all about the voice, I think.  There are elements that differ from the movie, but the voice is the same and I think it's the voice that made the movie as good as it was.  Like all my ""all-time favorites"" it's the kind of story that I can and will read again with equal enjoyment.  5 stars. 2. ""Apt Pupil"".  This was a horrible story--in the traditional sense--I felt a sense of horror reading it.  I was in constant discomfort, uneasy.  And that's because it was a well-told story.  Despite my feeling that it was probably the weakest story of the lot, I still think King demonstrated his ability to make the reader feel something about the characters. 3-1/2 stars. 3. ""The Body"".  I'm ashamed to admit that I've never seen ""Stand By Me"" from beginning to end, but now I don't have to.  I liked the story, a kind of coming-of-age tale typified by King's ability at getting deep into a character and his or her surroundings.  There was a nostalgia to the story that I didn't quite feel, perhaps because I grew up in the 70s and 80s and not the 50s and 60s, but despite that, I think some of that nostalgia managed to sneak through anyway.  3-1/2 stars. 4. ""The Breathing Method"".  This story surprised me the most.  It is the shortest of the stories, and while it's not the best story in the book, it is fair second.  I loved the setting of the story, and the mystery surrounding the club (which in some ways reminded me of Asimov's Black Widowers).  There was an unearthly quality to the story, and it is a story that I imagine could have been written by Jorge Luis Borges.  It was perhaps the best page-turner in the book.  4 stars.",truthful
"Great collection of stories!  Apt Pupil is one of the most disturbing stories I've ever read, i'm absolutely in love with it!",truthful
"There are four nouvellas by Stephen King.  None are horror genre - They shows King's breadth as a writer.  If you have not read this book, it is a joy. Rita Hayworth and Shawshank Redemption: I was less than impressed by the movie but enjoyed the story so much that I plan to watch the movie the next time it is on. The Apt Pupil:  The story was well told.  The character development was psychological and woven well.  The two main characters sadly had no redeeming qualities.  It was not an easy read for me.  The movie is a very poor adaptation.  Do not judge the story by the movie.  The endings are very different.  This is the longest story and for me, the most difficult to read.  It is about a student who recognizes a Nazi war criminal and is fascinated by the evil of the criminal's war crimes. The Body:  The film adaptation is ""Stand By Me"".  The film is a great adaptation of the movie.  I bought the book for this story as I enjoyed the movie.  There is an additional short story contained within the short story that the movie did not show.  This is a good read. The Breathing Method:  This was a story I had to force myself to read.  Once I reached the mid-point, I started to get very interested.  It is a well written story - definitely worth reading. It is a story within a story. Afterword:  King spends some time discussing his early career and his reason to publish these stories.  If you buy this book and do not read the Afterword, you miss a great personal story by a great story teller. If you are King fan and do not have this book, get it and read it from cover to cover.  If you are not a King fan (I do not like the horror genre), this is not King's usual fare.  This is an excellent book for non-King fans.  I would say that I detected some struggle by King to write these stories.  The works are very good.  I am extremely happy with this book and recommended to anyone who likes a good story.",truthful
"I thought this book was quite good-I liked the stories of Rita Hayworth and the Shawshank Redemption and The Body alot. Three of the four stories were made into movies, two are considered classics. My only problem with the book is how The Body ended. I loved the film Stand By Me and it was cool to read about how Ace and the gang got Gordie and his friends back. Then it takes a sick turn killing of each the people who you've seem to grown up with while reading the short story. I dont know why King had to kill of all of them.  He also made Gordie happy to know the friends he had were all dead. The worst ending to any King story. Other then the ending, the book is well worth getting.",truthful
"""For Whom The Bell Tolls"" has long been my favorite Ernest Hemingway novel. A compelling action adventure, this is a tale filled with mystery and suspense, peopled by a cast of extraordinarily vivid characters. It is also the author's finest, and most emotional love story. Although his use of language seems simple, it is deceptively so. Hemingway deals effectively with broad themes here - love, loyalty, trust, courage and honor are some. And of course, ""For Whom The Bell Tolls,"" set against the brutal violence of the Spanish Civil War, is probably the definitive work of fiction about this pivotal period in European, and world history. Generalissimo Francisco Franco's fascist troops invaded Spain in July 1936 in order to overthrow the newly established Republic headed by the Popular Front, (composed of liberal democrats, socialists, anarchists, trade unionists, communists and secularists. (If I have left anyone out, I am sorry - this was a truly complex and unique political situation.) The country was basically divided into Red Spain - the Republicans, and Black Spain, represented by the landed elite, committed to a feudal system and Franco's cause, Fascists, the urban bourgeoisie, the Roman Catholic Church, and other conservative sectors. The number of casualties is only an estimate, but suggests that between 500,000 and 1,000,000 people were killed. Many of these deaths, however, were not the results of military battles, but the outcome of brutal mass executions perpetrated by both sides. During the war in Spain, 2,800 American volunteers took up arms to defend the Republican cause against Franco, who was aided by Hitler and Mussolini. Those who fought with the Abraham Lincoln Brigade, from 1937 through 1938, believed the defense of the Republic represented the last hope of stopping the spread of international fascism. These Americans fought alongside approximately 35,000 anti-fascists from fifty-two countries. Most of the volunteers were not political, but idealists who were determined to ""make Madrid the tomb of fascism."" Hemingway's protagonist Robert Jordan, an American professor of Spanish from Missoula, Montana, was one such volunteer. Robert Jordan, an explosives expert, has been ordered to make contact with a small band of partisan fighters in the Guadarrama Mountains of fascist controlled southern Spain. His mission, of critical importance, is to blow up a bridge, at a specific time, to facilitate a simultaneous Republican attack on the city of Segovia. Most of the novel deals with Jordan's relationships with members of the guerilla fighters, including the girl Maria with whom he falls in love. Jordan is described as, ""a young American of slight political development, but a great way with the Spaniards and a fine 'partizan' record."" Neither a Communist nor a Marxist, he is anti-fascist. As is the case with most foreign fighters, he is under Communist discipline/direction, because, in the conduct of the war, they eventually run the ""show"" and provide the most effective opposition. Pablo is ostensibly the band's military leader. He has become disillusioned with the fight, cynical and bitter. He is no longer willing to die for any cause. A smart man, but brutal, and cunning in a mean way, he is a complex character. He does have a conscience. Pablo spends much of his time in an alcoholic stupor. When Robert Jordon enters the picture, Pablo's level of animosity reaches new heights, and his comrades, along with Robert, are afraid he will sabotage the mission. He undergoes several changes during the 3 days and 3 nights in which the story takes place. Pilar is Pablo's woman, an extremely strong and savvy person, she is steeped in gypsy lore and superstition, and is probably the novel's most colorful character. She is a fine warrior who can be counted upon to cover one's back in battle. Pilar possesses a big heart. She has cared for Maria and brought the girl back to health. When Robert Jordon joins them, Pilar takes the leadership position over from Pablo, whom she no longer trusts, but still loves. She commands the allegiance of the guerrilla fighters and organizes them into a temporary alliance with ""El Sordo,"" another exceptional character. She is the force behind many of the novel's events - stimulating movement, motivating or manipulating people to take action - but for good purpose. Pilar, relates various war stories, and anecdotes, which reflect the cruelty and inhumanity of civil war. Marandiacute;a's life was shattered by the outbreak of the war. Her father, the mayor, along with her mother, and many of the local citizenry were shot before her eyes by the invading Fascists. Since her mother was not a Republican, but a devout Catholic, she shouted, ""Viva my husband, the town's mayor,"" before she died, rather than the more typical, ""Viva La Republica!"" Maria was then taken away and brutalized, physically and emotionally, by Franco's soldiers. When the guerilla band blew up the train on which Maria was a prisoner, they carried the dazed and broken girl to their mountain hideaway. A thrilling subplot is developed when Andrandeacute;s, a guerilla, must take an urgent message across the lines to a Republican general. Roberto's entire mission, and much more importantly, the offensive, depends upon the successful and timely delivery of the dispatch. Another important character is old Anselmo, for whom Robert develops a strong attachment. A major portion of the novel is told through the thoughts of Robert Jordan, with flashbacks to meetings with Russians in Madrid, and some reflections on his father and grandfather. Jordon's inner monologues fascinate and clearly demonstrate Hemingway's skill with language and character development. Jordan, at one point comments to himself, that he is his own best companion. Because of his wartime responsibilities, he cannot allow himself to be overcome by emotion, which he considers a luxury. Whenever he feels anger, deep love, disappointment, foreboding, fear, anything that will distract him from his purpose, he talks himself down and refocuses. In such a relatively brief period, he begins to love life as never before, because of his feelings for Maria. Even here, however, he accepts that if anything happens to him, he is fortunate to have experienced a lifetime in three and a half days. Again, I cannot write enough in praise of Hemingway's use of language. It is sparse, direct, and extremely beautiful in its descriptiveness. He translated the Spanish intimate ""tu"" form  into English. I speak Spanish, and although this may seem a bit awkward initially, it gives a much more accurate feel for the local idiom and the dialogue between Maria and Roberto, (as he is called), and between Roberto and the partisans. This is not only an extraordinary novel, but is one of the most important in American fiction. Hemingway worked as a correspondent in Spain during the Civil War, as a reporter for the North American Newspaper Alliance (NANA). He raised money for the Republicans in their struggle against the Nationalists under General Francisco Franco. JANA",truthful
"This is an incredibly good book. Hemingway summoned all his superior story-telling powers and forged an unforgettable wartime epic. Complex, layered and populated by memorable characters, FHTBT is a true masterpiece. It is like an Iliad for the 20th-century man. The tragedy, injustice of war, engulfing good and bad human beings alike in its remorseless swirl, is brought to life with astounding attention to detail and humanistic depth. As you may know, the story takes place during the Spanish Civil War, a brutal conflict that not only tore apart the fabric of Spain's society, but also involved armies and volunteers from the great powers and ideologies of the time, most notably the tyrannies of Soviet Communism and German/Italian fascism. There is no facile characterization of heroes and villains on this book. Most of the narrative zooms in on the struggle of a small band of mountain guerrilla fighters who are summoned into near-suicidal action by the arrival of American volunteer Robert Jordan with orders from the Republic. That you know in the great scheme of things their call to sacrifice and their violence is just another futile exercise in a brutal war makes it all the more poignant. And Hemingway adds enough insight into the workings of the greater armies and the machinations of politicians so the reader experiences the bigger picture as well. In the book you find an intimate tale of struggle and courage in time of war, a moving love story, a critical view of the ideologies and idealism of the era, a couple of short-stories on bull-fighting, brutally honest accounts of war atrocities (from both sides) and moments of introspection in questions of love, life, death and hope that are as deep and moving as any. But don't forget about the adventure and suspense: Hemingway was a man of action and this is a book of men and women on a mission. You will be hooked and on the edge of your seat all the way to the (bitter-sweet?) end. The last chapter is the most gripping piece of fiction I ever recall reading. It is unbelievably good... and Hemingway proves one more time he is a master of story endings.",truthful
Hemingway is still a gem.  This book builds on his wonderful sentences into a tragic view of the Spanish Civil War.  It is not overly 'macho' as some of his books.  Just a darn good read even after 70 some-odd years.,truthful
"I do enjoy the book. My issue is not with the book but with the people who altered it to suit their sensibility. If you don't like the langauge used in the book that is fine, but don't change every curse word to ""unprintable"", ""unmentionable"" because you and want you and your children to live in a bubble. You are ruining something that is perfect as it is. You lack the creative ability to create anything on your own so you believe changing curse words into clever terms makes you an artist. Whoever edited this book need be shot, and be sent back to whatever community college academic standpoint they came from where they believe the world is fair and things should all be politically correct. NEVER CHANGE THINGS TO SUIT YOUR SENSIBILITY!",truthful
I love to read and very rarely put a book down but I had a hard time staying interested or excited about this book.  I decided I will finish the book after reading other stuff so maybe when I finish it I will appreciate it more.,truthful
"If you want to read an award-winning author's works, do not read this edition.  It is censored to remove the profanity by usning the words ""unprintable"" repeatedly.  Very insulting to any reader.  If young people can't handle such vocabulary, they should stick with ""The Adventures of Barney.""",truthful
I have 2 degrees in English Lit and this is my all-time favorite book. Hemmingway is my favorite author and I believe this is his best novel.,truthful
What a lover?! I have fallen in love with Walt Whitman.  One such as this writing such passionate things in those times or these...and with such candor.  I am so thankful to have read this book. Beautiful.,truthful
"Whitman wrote as if to me personally.  He picked me out as someone many years hence from his perspective, in order to share his world in sufficient detail for me to insert myself into his skin. Through what he put down he came forward more than a hundred years. He is sauntering, noticing the sounds, sights, smells, how he lit up with joy, bittersweetness, fear, self doubt and at times loneliness. He carried me along the river bank at any pace I wanted to go.  He would not miss a stride as he adapted to my pace. He taught me how to recline in the summer grass in the cemetery not much more than a stone's throw from where I live, and meditate on his leaf of green summer grass, inviting my soul to enter our picture. I am writing this as a message, an invitation for you, my reader, to get to know Walt Whitman. Don't join the crowd of hate and be put off by the fact that he was gay. I am learning much about making healthy connections, being myself one of the dots I am connecting. I do a little Lazarus raising activity in the cemetery two or three times a week, as I bring back to life my parents, my mother's parents, and her mother's mothers parents. They are in my mind, what I remember and imagine of them, increasingly clearly. There is so much more good will, mutual respect and intimacy  aware to me now.  I even have group therapy with them. I learned a lot about how to do this from carrying on with Walt Whitman!",truthful
"If you want a beautiful 're-set' to your hectic life, this is a must.  It settles, and soothes; having a beauty all it's own.  And, yes dear, bikers can read.",truthful
"The book was in great condition, brand new, speed was ok, great overall!",truthful
"Until recently, I was blissfully ignorant that the popular movie I had seen several times (in my younger days) was actually based on a book. Judging from the cover illustration of Bastian Balthazar Bux doing his ""King of the World"" thing aboard the Luck Dragon, you get the feeling that this is no ordinary fantasy book, and indeed it isn't. I did get the feeling that some aspects of the story were lost in translation (which is another story altogether), as it has some abrupt swings in tone, the dialogue sometimes seeming clumsy and childish compared to the rest of the book - but that's nitpicking. This is truly a Neverending Story, most of which springs from the imagination of the unlikely human hero, the aforementioned Master Bux, who steals the titular tome, and flees with it to the safety of his school attic, where he becomes much more than a casual onlooker of the worlds of Fantastica. Michael Ende's imagination works overtime in creating Fantastica and all its inhabitants, and for each thrilling chapter, he introduces another story to be told at another time. The main story however, is the metamorphosis of Bastian Bux from a frightened, insecure child, and the new relationship he was able to forge with his father after his great learning adventure. Be wary in your reading of the adventures of The Childlike Empress, Atreyu, Morla, Ygramul, Falkor, Grograman, Hero Hynreck and Xayide, among others, beware the Nothing, and be careful what you wish for, least you also become a part of the Neverending Story, and forever lose your memories of this life. Amanda Richards, December 19, 2004",truthful
"I loved the movie as a kid so when I saw this book on Amazon, I thought it would be a fun read.  Turns out that the movie is barely the first half of the book, and the book is better without comparison (Atreyu's horse talks in the book - how cool is that!).  I had trouble putting the book down.  My only disappointment is that my favorite part of the movie (when the giant says ""they look like big, strong hands don't they?"") isn't in the book. Atreyu and Falkor remain essential characters in the book.  They are the moral standard - the perfect friends.  Bastian goes through a learning process, and the reader does too.  My favorite aspects: Atreyu's conversation with Gmork, the emphasis on friendship, the Desert of Colors, the ambivalence of the child-like empress. This book made me think and made me remember that it is okay to dream.  Who can argue with that?",truthful
"Or dreams are the stuff this book is made of, both ways work. I have loved the movie based on this book since I was a kid, but had never had the chance to read the original story. Now that I have, I have to say the book is so much better (even though it would seem impossible). I actually got to care about the characters, even those that only appear in one chapter. I felt as if I knew them in person, and they all are presented as characters with their own lives and stories that go on even after their appearance here. The relationship between Atreyu and Bastian is very special (and very real). In the second half of the book (which I did not know if I'd like before I read it) is where we see most of this relationship. It made me get concerns about Bastian, to the point where I'd want to scold him. I smiled a lot of times as Bastian defeated some of the obstacles in the final chapters (and laughed out loud at some points during the book, as well). The book's presentation is very good. The cover features a beautiful illustration and is very durable. The text inside the book is printed with two inks, one for the ""real"" world and one for the world of Fantastica. These same inks are used in the illustrations for each chapter. I highly recommend anyone to buy this book. Kids and adults alike. They will all love it. And after reading it, they will most likely want to keep reading other books, too.",truthful
"I first read The Neverending Story at least 6 years ago and I absolutely loved it. But, unfortunately I lost the copy I had and had been unable to find a decent copy until now. Michael Ende crafted a rich fantasy world that is unique to him alone, were both Fantastica and our world are connected through a book and that both worlds are in peril. The first part deals with Atreyu's journey as he looks for a cure for the ailing childlike empress, a journey filled with perils and despair. The second part of the book (which some people seem to dislike) deals with Bastian's journey through Fantastica,were he must make wishes in order to continue moving through Fantastica, but with each wish he looses something even more valuable. Ignore the film and read the book instead.",truthful
"Although I haven't watched this movie recently, I've always loved it. And after reading this book, I can't wait for the new remake to come out. The movie is very loosely based on the book, but never the less I love them both. Although the book is easy to follow, the detail of the picture the words paint in your mind is wonderfully elaborate. I received the book last week and have been reading it every chance I get and I just finished it a couple minutes ago. It makes me want to go home and watch the movie. I am 34 years old and don't do much fictional reading, but if you liked the movie this book is a must read. There's just so many more characters, plots and background information than in the movie. I have such a warm fuzzy feeling inside now :)",truthful
"Like many people, I first knew about The Neverending Story through the movie. At first, I didn't even know about the book. Then I didn't really care. After all, how many of you actually care to read the book of every movie you might have seen? But lately out of a bit of nostalgia, I went back through my video library and watched the first and second movie. Still craving more, I decided to bite the bullet and order this book. I'm glad I did. As I'm sure you've read from other reviews, the first movie barely covers half of the book. Even then, at the end of the movie it started to stray way off of what the book had. The second movie just borrowed a few characters and one or two of the plot devices and went its own way. As much as I may love the movies, they pale in comparison to what is in the book. The book is richer and a lot deeper than the movies. There are key concepts and morals that never made their way into the films, too many to go into in this review. But over all, the first movie seemed to try to just get the story that was in the book while missing the whole point of why the story is important in the first place. The second movie didn't even bother to do that much. If you like the movies you really owe it to yourself to read this book. I would also suggest getting this hardback version. I've seen the paperback at a local bookstore. The cover is nowhere near as pretty. It's missing all of the beautifully drawn illustrations that this one has. Above all, the duo-colored lettering adds so much to the reading. Michael Ende does a lot of clever little things that help draw the reader into experiencing this book more than simply reading it. A lot of what he does includes the lettering and the many illustrations that are found in this book. It's worth getting the hard cover version just for the way it deepens the experience. You won't regret it.",truthful
"Actually reading the book was so much more than I ever thought it would be!  I have seen the movie a number of times over the years, and I had started to watch an ""On Demand"" version done in a series type of genre.  It made me realize that I really did need to read the book, meaning I needed to find it!  Not as easy as I would have thought.  Amazon had it, I read it and while the movie held true to the book, it stopped about half way through. If you are a NES fan, you MUST read this!",truthful
Great book for all ages. One caveat though ... If you love the movie then the book may confuse or even frustrate you. The movie ends at about the halfway point of the book. If you haven't seen the movie I recommend reading the book first.,truthful
"Though italicized words and all diacritical (accent) marks are omitted, this is a faithfully rendered text (in careful reading I noticed no typos). Recommended.",truthful
When I bought this book Amazon recommended Bondage books to me. This book is not an adult bondage book it is a timeless classic.,truthful
"I heard an interview with a man who recently released a documentary about Charles Bukowski.  I got so enthused I bought several of his books.  Almost all of the reviews I read were glowing.  andquot;LIFE CHANGING!andquot;  andquot;MASTERPIECE!andquot;  andquot;AWE INSPIRING!andquot;  Well, it was inspiring, but I'm not sure exactly what it inspired me to do.  I read this book and felt nothing.  No, I take that back.  I felt like I was totally andquot;notandquot; getting the point or the genius.  I didn't like the characters.  I didn't like the story (I'm a government employee and I couldn't even relate to it!).  But, I persevered and finished the book.  Only to be left with one burning question....HUH?  Seeing as how everyone seems to love Bukowski, I'm trying another one of his books.  I'm giving him another shot.  But I'm just not feeling it.  Maybe it's a male/female difference of perspective.  I just don't know.",truthful
I have recently gotten into Bukowski's writing and couldn't wait to read Post Office. I had spent 8 years of my young adulthood as a Postal Worker and looked forward to his take on his years in the PO. Bukowski was a writer who pulled no punches. He  writes in a  spare style influenced by Hemingway but his prose is often crude and graphic. One aspect of his work that I find disturbing after reading 3 of his books in close succession is his treatment of women. All of his female characters are ... let's say less than admirable. I googled Bukowski and misogyny and found a couple of articles and essays addressing this aspect of his work. Despite that one misgiving I find his writing pretty entertaining and compelling in other regards. Post Office is right on the money in it's descriptions of the working conditions and attitudes of his coworkers and supervisors. And let me say that I have many friends who work for the PO and I come from a family of Postal workers so I know the territory and mean no disrespect to people who earn their living there.,truthful
"This book is well written and very funny, it is a good ""guys"" kind of book, and it is an easy read, but don't let that fool you. The story is good and it is in the painful details. I felt like I was working right there with them. However, it is crude and not for the casual reader. I try to read both classic and non-classic writers of all eras, and I am always looking for something weired, funny, and cool to mix it up and this was it.",truthful
"If you like booze, women, and hate your job, this book is for you.  My only regret is this book wasn't another hundred pages longer.",truthful
"So my wife joined a Book Club, and she got me into it, the first book to read was this one, to get into the whole ""spirit of reading"" she got me a Kindle for my birthday. I love it, it's awesome, I'm down to my third book, this one was the first one I read on the device and I have to say, it's freaking great, I loved the book, the story, how you start getting into the character's skin and become ""Henry Chinaski"". You may wonder why I started talking about the Book Club and the Kindle first, here's the deal, we had a deadline on when to finish the book, and there's something wrong with the digital version of this book, it's ""doubled up"". By that I mean that when the device tells you that you are at 45% of the book, you are really at 90%. When I finished the book I got to the very end and then it started all over again. It was really weird, I thought that the book would never end, but it does, so don't get frustrated. 50% and you are done. I really recommend anyone thinking about reading this book to just go ahead and do it, it's really worth it.",truthful
I liked this book and it is a good read but it is kind of obscure.  The protagonist has an interesting view on life that I did not really relate to well but that made it kind of interesting.,truthful
"Mr. Bukowski is an excellent writer and Post Office will keep you entertained.  It is a very easy to read book and flows quickly from begining to end (I read it in about 2 1/2 hours).  The point of view is very realistic.  So real, as a matter of fact, that you can almost smell the booze on the main characters breath after a night of binge-drinking. I don't know that this book offers any profound insights into life, however.  I think that it is better appreciated for what it appears to be on the surface: a laconic editorial written by a cynical, though happy, man.",truthful
"Several years ago when I first read Siddhartha I did so as part of a search for understanding the elements of Eastern spirituality. The book was mentioned in a surprising collection of other authors during that zeitgeist which is how I lost my original copy: borrowed and not returned! The recent replacement copy of Siddhartha sent to me through Amazon,however seemed to be an unedited and oddly formatted (margins inconsistent)piece of literature. There were grammar errors and odd translations that distracted from the text. A German word had been put in English form with parentheses and a question mark, for example. There was no publication date that could trace the authorship. Was this a bootleg?",truthful
"Hesse's Siddhartha is simply a great book. Read in one's youth, it is a compelling call to spiritual quest. Read again prior to one's senescence, it is a reminder that the pilgrim winds up where she/he has always been: precisely here. I enjoy reading books in Kindle format...most often on my iPod Touch because I prefer the easy pocket-ability of the Apple form factor (hey Jeff, how about an iPod Touch-sized Kindle with an electronic paper screen for $149?). What I DON'T currently enjoy about the Kindle format are the apparent transcription errors I occasionally encounter in texts: missing letters, missing words, and even a missing phrase. Other Kindle readers I know have mentioned this phenomenon. For whatever reason, the Siddhartha file I downloaded had an unusually high error rate...enough to interrupt the flow of my reading at several points. While not a ""show stopper"", this diminished my reading experience.",truthful
"This book is cheap, and after reading it I noticed why, there are quite a number of spelling errors. It doesn't really detract from the quality of the story, but it is a bit annoying. I guess beggars can't be choosers.",truthful
I read this book about 35 years ago. Then I liked it. But this translation is terrible--it's like listening to Yoda--and together with the bad punctuation it makes the text difficult to appreciate. The one star rating is for the atrocious translation.,truthful
i first read this book and high school and it had a profound effect on me emotionally and spiritually. this is a great book because it opens you up to the spiritual world and of a timeless and repeated story of the development of a young man.,truthful
"For someone like me who loves a book that puts me in a peaceful mood and brings me to a good place, Siddhartha is one of my all-time favorites. You're not going to find endless action, shocking plot-twists, or gut-busting comedy. What you will find is a simple, beautiful, poetic story about life, desire, and happiness. Note: I have seen many people mention this particular translation is problematic. I cannot comment on that as I have not read this one. I am simply reviewing the story, which I read a few years ago in another edition.",truthful
"Siddhartha was on the school reading list, but I never picked it up until now - and boy, I wish I would have! I am really curious as to how my opinion would have changed with age and experience. This is one of those books everyone should read, no matter what their religion or world view, if only to argue that the message is hogwash... or incredibly profound.",truthful
"The book is great, but this kindle version is very poor: bad lines breaks, no table of content, not even a cover image. Disappointing.",truthful
Siddhartha by Hermann Hesse 'Siddhartha' is an allegorical novel about the spiritual transformation of an Indian man called Siddhartha in the 6th century BC.,truthful
"I haven't actually read this one all the way through, but I'll give Hesse the benefit of the doubt and say this is worth reading. More importantly, the formatting is legible and clean. It's safe to download. Also, it is in English, not German... too bad.",truthful
